name,supplier_primary_email,supplier_secondary_email,supplier_type,supplier_business_name,supplier_business_register_no,contact_no,address,description,supplier_website,supplier_tel_no,supplier_mobile,supplier_fax,supplier_city,supplier_location_latitude,supplier_location_longitude,email,asset_categories
Jackson-Diaz,osborneroberto.primary@hotmail.com,osborneroberto.secondary@hotmail.com,Company,Jackson-Diaz,BR284959750,+1-070-317-8790x86872,"2509 Moses Loop Apt. 368, Port Matthewshire, DC 67624",User-centric homogeneous concept,https://cruz-townsend.com,749.535.0688x49049,900.520.7158,001-484-132-8261x54777,Jamesside,-24.317771,131.416076,osborneroberto@hotmail.com,Machinery
Jennifer Alvarado,william60.primary@hotmail.com,william60.secondary@hotmail.com,Individual,"Mann, Booth and White",BR982971346,710.679.0298x614,"338 Scott Valleys, Port Theresafurt, SD 21935",Compatible local neural-net,https://bass-alexander.com,+1-638-558-9769x588,(811)580-5796x175,801-926-2697,New Williammouth,63.3164725,169.751515,william60@hotmail.com,Stationery
Wilson and Sons,lisapierce.primary@gmail.com,lisapierce.secondary@gmail.com,Company,Wilson and Sons,BR161997447,639.578.2875x375,"975 Jennifer Green, Moranside, WI 55400",Universal analyzing matrices,https://walker.net,7084719770,001-807-941-5821,(583)911-9134,South George,-42.612959,102.911423,lisapierce@gmail.com,Stationery
Adam Moody,timothythomas.primary@hotmail.com,timothythomas.secondary@hotmail.com,Individual,Rodriguez-Guerrero,BR224973413,266.012.6896,"2076 Oconnor Route, Port Heatherbury, SC 60308",Automated full-range utilization,https://pena-anderson.com,(118)928-0913,(362)390-3938x577,548-382-6034,West Annaview,-0.599306,-171.820002,timothythomas@hotmail.com,Electronics
Darius Alvarado,frank51.primary@gmail.com,frank51.secondary@gmail.com,Individual,Barker-Walker,BR347487469,001-282-733-3932x20075,"1995 Donovan Knolls, East Jenniferfort, AL 30061",Business-focused national protocol,https://sandoval.biz,9859458259,120.316.4644,1633355692,Timothytown,-47.811135,30.702461,frank51@gmail.com,Furniture
"Nelson, Fisher and Ware",pmosley.primary@hotmail.com,pmosley.secondary@hotmail.com,Company,"Nelson, Fisher and Ware",BR807166656,213-078-6562x25618,"251 Leslie Mountains, Lake Meghan, ID 88964",Persevering coherent moratorium,https://phillips.com,+1-231-983-4945x344,(075)970-8587,555-755-3872x03109,Port Joseph,83.047838,-145.183027,pmosley@hotmail.com,Stationery
Pace-Miller,garzacourtney.primary@hotmail.com,garzacourtney.secondary@hotmail.com,Company,Pace-Miller,BR100872087,+1-323-499-0252x33298,"073 Ernest Mountain, Johnhaven, MA 32013",Multi-layered multi-state project,https://evans-hughes.net,001-520-150-1825x18533,472-941-2906,282-457-2926x1247,Aguilarton,-40.7711875,-24.005454,garzacourtney@hotmail.com,Machinery
Delgado Inc,brandon95.primary@hotmail.com,brandon95.secondary@hotmail.com,Company,Delgado Inc,BR396392389,3043495869,"317 Danielle Hollow, Steeleberg, TX 36835",Stand-alone intermediate contingency,https://ortiz-garza.net,336-342-8457,+1-038-484-4455,8949161499,Christianfurt,70.3110225,55.638122,brandon95@hotmail.com,Stationery
"Thomas, Hardy and Phillips",nicole41.primary@gmail.com,nicole41.secondary@gmail.com,Company,"Thomas, Hardy and Phillips",BR893522464,+1-967-739-4077x79047,"402 Cruz Circles, Gregoryfort, WI 51724",Up-sized even-keeled encryption,https://osborne.biz,+1-571-037-9491,8880411258,809-448-0300x22511,Castroburgh,41.4487575,4.49989,nicole41@gmail.com,Stationery
Ramirez-Clayton,wendy32.primary@hotmail.com,wendy32.secondary@hotmail.com,Company,Ramirez-Clayton,BR772999712,(959)179-3945,"059 Daniel Meadow Apt. 330, Shelleyborough, MA 20891",Open-architected transitional process improvement,https://jones.com,(506)829-1009,001-118-550-1165x809,015.262.5047x2562,Robertville,3.1423915,-91.330335,wendy32@hotmail.com,Machinery
"Alvarez, Johnson and Simon",fdonaldson.primary@hotmail.com,fdonaldson.secondary@hotmail.com,Company,"Alvarez, Johnson and Simon",BR548702506,+1-007-950-6965x96134,"084 Reese Passage Apt. 259, Port Raymond, TX 60508",Public-key interactive hardware,https://davis.org,760.061.3952,007-219-3868x0902,(879)857-6646,East Dana,-13.5022795,154.327219,fdonaldson@hotmail.com,Electronics
Roberts-Kent,tina30.primary@hotmail.com,tina30.secondary@hotmail.com,Company,Roberts-Kent,BR565022510,001-563-480-7693x3866,"918 Aguilar Loop Suite 006, Lake Kaylamouth, AL 31163",Down-sized context-sensitive throughput,https://kaiser.com,167.617.3615,+1-716-149-8246x1264,001-219-275-9069x5947,Ronaldhaven,47.563343,-173.298964,tina30@hotmail.com,Furniture
Bradford and Sons,cody83.primary@gmail.com,cody83.secondary@gmail.com,Company,Bradford and Sons,BR948912171,001-689-127-7603x26911,"2770 Thomas Street Apt. 006, New Kenneth, AR 13715",Profound multi-state Internet solution,https://reid.biz,001-930-069-0060x51112,366-222-3675x621,001-385-490-9770x043,North Rebeccaton,-7.558669,-150.326903,cody83@gmail.com,Stationery
Li-Carpenter,harrisonbrad.primary@yahoo.com,harrisonbrad.secondary@yahoo.com,Company,Li-Carpenter,BR235906345,(451)165-4539x85227,"133 Vanessa Springs, West David, OR 75076",Decentralized executive focus group,https://lee.com,(923)335-8866,(590)701-9547x904,(675)907-7838x6846,Lake Nicholasport,-2.6771995,104.606145,harrisonbrad@yahoo.com,Stationery
Miller Ltd,garnerpaul.primary@gmail.com,garnerpaul.secondary@gmail.com,Company,Miller Ltd,BR953535473,311-256-8302x41114,"5746 Austin Heights Apt. 384, Stevenfurt, FL 15184",Networked uniform artificial intelligence,https://jensen.com,310-680-6150x050,422-590-0797x20917,001-011-186-5218x428,West Laurieville,24.9199655,-110.704093,garnerpaul@gmail.com,Electronics
Brown-Russell,yvonne38.primary@gmail.com,yvonne38.secondary@gmail.com,Company,Brown-Russell,BR313524703,142.593.3060x44376,"695 Michele Path, Lake John, WV 47055",Cross-platform bifurcated service-desk,https://moore.com,511.537.9957x0696,+1-714-343-2439x53435,882.160.8057x5232,North David,-41.2879135,-109.741338,yvonne38@gmail.com,IT Equipment
"Cohen, Bennett and Smith",wbaldwin.primary@yahoo.com,wbaldwin.secondary@yahoo.com,Company,"Cohen, Bennett and Smith",BR384477330,001-026-486-3806,"375 Martinez Island Apt. 049, Kevinmouth, PA 58322",Reduced non-volatile intranet,https://allen-johnson.biz,645.834.5539x891,+1-281-010-2664x88692,221-942-6622,Michaelshire,31.038422,89.233013,wbaldwin@yahoo.com,Electronics
Ashley Barton,wolfjack.primary@hotmail.com,wolfjack.secondary@hotmail.com,Individual,"Potter, Vega and Gonzalez",BR444361862,+1-416-484-5019x2844,"4306 Janet Gardens, Port Sarah, MA 20015",Configurable executive leverage,https://wilson.com,485.861.8626x722,068-083-8327x53543,(832)716-0110x83517,Marissaton,44.090225,152.448346,wolfjack@hotmail.com,IT Equipment
Joseph Brown,billy18.primary@hotmail.com,billy18.secondary@hotmail.com,Individual,Espinoza Inc,BR971421175,219.297.6036,"31635 Simpson Plaza Suite 515, Lake Lindseyburgh, PA 66668",Face-to-face radical Local Area Network,https://vang.com,271-066-7948x8038,+1-980-489-9009x957,+1-853-850-9778,West Victoriaview,-5.801505,109.419902,billy18@hotmail.com,Stationery
Julia Keller,amiller.primary@yahoo.com,amiller.secondary@yahoo.com,Individual,Newman Group,BR507406052,001-462-070-7880x49576,"6009 Jones Land Apt. 392, Davidmouth, AL 04521",Fundamental context-sensitive hardware,https://nguyen-williams.com,001-700-492-6615,001-875-132-0538,(449)559-3467,Millerborough,26.0297645,60.851323,amiller@yahoo.com,IT Equipment
Susan Cobb,jamesmaria.primary@gmail.com,jamesmaria.secondary@gmail.com,Individual,Marsh Inc,BR753396852,(001)343-7033x522,"233 Alex Courts Suite 970, Katelynstad, IN 24253",Versatile regional concept,https://baldwin.com,001-462-514-8542x255,647.537.6660x449,(935)106-3357x4510,Port Denise,22.521405,112.14852,jamesmaria@gmail.com,Furniture
Huber-Smith,fisherjason.primary@gmail.com,fisherjason.secondary@gmail.com,Company,Huber-Smith,BR863520139,5232891674,"97094 Eric Vista, Lake Andrea, WI 90658",Right-sized systemic solution,https://robinson.com,001-345-039-4719x8226,785.450.6873x855,+1-031-865-3823,Maureenfurt,89.051433,-176.514243,fisherjason@gmail.com,IT Equipment
"Maynard, Hughes and Rosales",kevinperry.primary@gmail.com,kevinperry.secondary@gmail.com,Company,"Maynard, Hughes and Rosales",BR207164018,4880676707,"0775 Collins Coves, Lake Karenmouth, OR 60371",Sharable value-added matrices,https://parks-vance.com,2837255465,+1-335-875-9944,664-111-0932x533,Georgemouth,-59.4302005,-80.411726,kevinperry@gmail.com,Machinery
"Taylor, Cruz and Cole",eroberson.primary@hotmail.com,eroberson.secondary@hotmail.com,Company,"Taylor, Cruz and Cole",BR691883172,001-640-880-3619x2362,"018 Potter Corners, Lake Frank, MD 87447",Advanced client-server encryption,https://wilson.com,(166)741-6138,168.682.4173,269.330.8190,Bishopchester,10.8885865,152.601674,eroberson@hotmail.com,Furniture
Vanessa Baker,joseph98.primary@yahoo.com,joseph98.secondary@yahoo.com,Individual,"Spence, Snyder and Rodriguez",BR966785606,799-503-2235x305,"74631 Short Locks Apt. 421, South Julie, NC 43025",Object-based high-level portal,https://sampson.info,721-366-4306x69205,725.798.6899,454-779-1382,Anthonyview,-19.3049255,-58.089549,joseph98@yahoo.com,Electronics
Calhoun-Smith,jameshayes.primary@yahoo.com,jameshayes.secondary@yahoo.com,Company,Calhoun-Smith,BR129379983,394-727-8311,"8068 Moss Underpass, North Christopherbury, TX 53082",Expanded asymmetric open system,https://edwards.biz,009-485-4421x36476,(086)281-4847,001-886-887-9812x05770,Dianaton,-4.991906,-113.513206,jameshayes@yahoo.com,Machinery
